split,group,day,angle,label,RGB,VNIR,VNIR_1000nm,VNIR_800nm
train,Pepper/I/Healthy/pot_21,23,0,2,RGB/Pepper/I/Healthy/H_23_RGB_0_21.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_0_21.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_0_21.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_0_21.png
train,Pepper/I/Healthy/pot_21,23,15,2,RGB/Pepper/I/Healthy/H_23_RGB_15_21.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_15_21.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_15_21.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_15_21.png
train,Pepper/I/Healthy/pot_21,25,0,2,RGB/Pepper/I/Healthy/H_25_RGB_0_21.tiff,VNIR/Pepper/I/Healthy/H_25_VNIR_0_21.png,VNIR_1000nm/Pepper/I/Healthy/H_25_VNIR_1000nm_0_21.png,VNIR_800nm/Pepper/I/Healthy/H_25_VNIR_800nm_0_21.png
train,Pepper/I/Healthy/pot_21,27,0,2,RGB/Pepper/I/Healthy/H_27_RGB_0_21.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_0_21.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_0_21.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_0_21.png
train,Pepper/I/Healthy/pot_21,27,15,2,RGB/Pepper/I/Healthy/H_27_RGB_15_21.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_15_21.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_15_21.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_15_21.png
train,Pepper/I/Healthy/pot_21,29,0,2,RGB/Pepper/I/Healthy/H_29_RGB_0_21.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_0_21.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_0_21.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_0_21.png
train,Pepper/I/Healthy/pot_21,29,15,2,RGB/Pepper/I/Healthy/H_29_RGB_15_21.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_15_21.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_15_21.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_15_21.png
train,Pepper/I/Healthy/pot_24,1,0,2,RGB/Pepper/I/Healthy/H_1_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_1_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_1_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_1_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,3,5,2,RGB/Pepper/I/Healthy/H_3_RGB_5_24.tiff,VNIR/Pepper/I/Healthy/H_3_VNIR_5_24.png,VNIR_1000nm/Pepper/I/Healthy/H_3_VNIR_1000nm_5_24.png,VNIR_800nm/Pepper/I/Healthy/H_3_VNIR_800nm_5_24.png
train,Pepper/I/Healthy/pot_24,5,0,2,RGB/Pepper/I/Healthy/H_5_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_5_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_5_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_5_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,5,5,2,RGB/Pepper/I/Healthy/H_5_RGB_5_24.tiff,VNIR/Pepper/I/Healthy/H_5_VNIR_5_24.png,VNIR_1000nm/Pepper/I/Healthy/H_5_VNIR_1000nm_5_24.png,VNIR_800nm/Pepper/I/Healthy/H_5_VNIR_800nm_5_24.png
train,Pepper/I/Healthy/pot_24,9,0,2,RGB/Pepper/I/Healthy/H_9_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_9_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_9_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_9_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,11,0,2,RGB/Pepper/I/Healthy/H_11_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_11_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_11_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_11_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,11,5,2,RGB/Pepper/I/Healthy/H_11_RGB_5_24.tiff,VNIR/Pepper/I/Healthy/H_11_VNIR_5_24.png,VNIR_1000nm/Pepper/I/Healthy/H_11_VNIR_1000nm_5_24.png,VNIR_800nm/Pepper/I/Healthy/H_11_VNIR_800nm_5_24.png
train,Pepper/I/Healthy/pot_24,13,0,2,RGB/Pepper/I/Healthy/H_13_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_13_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_13_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_13_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,13,5,2,RGB/Pepper/I/Healthy/H_13_RGB_5_24.tiff,VNIR/Pepper/I/Healthy/H_13_VNIR_5_24.png,VNIR_1000nm/Pepper/I/Healthy/H_13_VNIR_1000nm_5_24.png,VNIR_800nm/Pepper/I/Healthy/H_13_VNIR_800nm_5_24.png
train,Pepper/I/Healthy/pot_24,15,0,2,RGB/Pepper/I/Healthy/H_15_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_15_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,15,5,2,RGB/Pepper/I/Healthy/H_15_RGB_5_24.tiff,VNIR/Pepper/I/Healthy/H_15_VNIR_5_24.png,VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_24.png,VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_24.png
train,Pepper/I/Healthy/pot_24,17,0,2,RGB/Pepper/I/Healthy/H_17_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_17_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,17,15,2,RGB/Pepper/I/Healthy/H_17_RGB_15_24.tiff,VNIR/Pepper/I/Healthy/H_17_VNIR_15_24.png,VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_15_24.png,VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_15_24.png
train,Pepper/I/Healthy/pot_24,19,0,2,RGB/Pepper/I/Healthy/H_19_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_19_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_19_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_19_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,19,15,2,RGB/Pepper/I/Healthy/H_19_RGB_15_24.tiff,VNIR/Pepper/I/Healthy/H_19_VNIR_15_24.png,VNIR_1000nm/Pepper/I/Healthy/H_19_VNIR_1000nm_15_24.png,VNIR_800nm/Pepper/I/Healthy/H_19_VNIR_800nm_15_24.png
train,Pepper/I/Healthy/pot_24,21,0,2,RGB/Pepper/I/Healthy/H_21_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_21_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_21_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_21_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,21,15,2,RGB/Pepper/I/Healthy/H_21_RGB_15_24.tiff,VNIR/Pepper/I/Healthy/H_21_VNIR_15_24.png,VNIR_1000nm/Pepper/I/Healthy/H_21_VNIR_1000nm_15_24.png,VNIR_800nm/Pepper/I/Healthy/H_21_VNIR_800nm_15_24.png
train,Pepper/I/Healthy/pot_24,23,0,2,RGB/Pepper/I/Healthy/H_23_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,23,15,2,RGB/Pepper/I/Healthy/H_23_RGB_15_24.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_15_24.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_15_24.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_15_24.png
train,Pepper/I/Healthy/pot_24,25,0,2,RGB/Pepper/I/Healthy/H_25_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_25_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_25_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_25_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,25,15,2,RGB/Pepper/I/Healthy/H_25_RGB_15_24.tiff,VNIR/Pepper/I/Healthy/H_25_VNIR_15_24.png,VNIR_1000nm/Pepper/I/Healthy/H_25_VNIR_1000nm_15_24.png,VNIR_800nm/Pepper/I/Healthy/H_25_VNIR_800nm_15_24.png
train,Pepper/I/Healthy/pot_24,27,0,2,RGB/Pepper/I/Healthy/H_27_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,27,15,2,RGB/Pepper/I/Healthy/H_27_RGB_15_24.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_15_24.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_15_24.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_15_24.png
train,Pepper/I/Healthy/pot_24,29,0,2,RGB/Pepper/I/Healthy/H_29_RGB_0_24.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_0_24.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_0_24.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_0_24.png
train,Pepper/I/Healthy/pot_24,29,15,2,RGB/Pepper/I/Healthy/H_29_RGB_15_24.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_15_24.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_15_24.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_15_24.png
train,Pepper/I/Healthy/pot_25,1,0,2,RGB/Pepper/I/Healthy/H_1_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_1_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_1_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_1_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,5,0,2,RGB/Pepper/I/Healthy/H_5_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_5_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_5_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_5_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,5,5,2,RGB/Pepper/I/Healthy/H_5_RGB_5_25.tiff,VNIR/Pepper/I/Healthy/H_5_VNIR_5_25.png,VNIR_1000nm/Pepper/I/Healthy/H_5_VNIR_1000nm_5_25.png,VNIR_800nm/Pepper/I/Healthy/H_5_VNIR_800nm_5_25.png
train,Pepper/I/Healthy/pot_25,9,0,2,RGB/Pepper/I/Healthy/H_9_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_9_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_9_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_9_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,9,5,2,RGB/Pepper/I/Healthy/H_9_RGB_5_25.tiff,VNIR/Pepper/I/Healthy/H_9_VNIR_5_25.png,VNIR_1000nm/Pepper/I/Healthy/H_9_VNIR_1000nm_5_25.png,VNIR_800nm/Pepper/I/Healthy/H_9_VNIR_800nm_5_25.png
train,Pepper/I/Healthy/pot_25,11,0,2,RGB/Pepper/I/Healthy/H_11_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_11_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_11_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_11_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,11,5,2,RGB/Pepper/I/Healthy/H_11_RGB_5_25.tiff,VNIR/Pepper/I/Healthy/H_11_VNIR_5_25.png,VNIR_1000nm/Pepper/I/Healthy/H_11_VNIR_1000nm_5_25.png,VNIR_800nm/Pepper/I/Healthy/H_11_VNIR_800nm_5_25.png
train,Pepper/I/Healthy/pot_25,13,0,2,RGB/Pepper/I/Healthy/H_13_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_13_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_13_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_13_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,13,5,2,RGB/Pepper/I/Healthy/H_13_RGB_5_25.tiff,VNIR/Pepper/I/Healthy/H_13_VNIR_5_25.png,VNIR_1000nm/Pepper/I/Healthy/H_13_VNIR_1000nm_5_25.png,VNIR_800nm/Pepper/I/Healthy/H_13_VNIR_800nm_5_25.png
train,Pepper/I/Healthy/pot_25,15,0,2,RGB/Pepper/I/Healthy/H_15_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_15_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,15,5,2,RGB/Pepper/I/Healthy/H_15_RGB_5_25.tiff,VNIR/Pepper/I/Healthy/H_15_VNIR_5_25.png,VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_25.png,VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_25.png
train,Pepper/I/Healthy/pot_25,17,0,2,RGB/Pepper/I/Healthy/H_17_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_17_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,17,15,2,RGB/Pepper/I/Healthy/H_17_RGB_15_25.tiff,VNIR/Pepper/I/Healthy/H_17_VNIR_15_25.png,VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_15_25.png,VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_15_25.png
train,Pepper/I/Healthy/pot_25,19,0,2,RGB/Pepper/I/Healthy/H_19_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_19_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_19_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_19_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,19,15,2,RGB/Pepper/I/Healthy/H_19_RGB_15_25.tiff,VNIR/Pepper/I/Healthy/H_19_VNIR_15_25.png,VNIR_1000nm/Pepper/I/Healthy/H_19_VNIR_1000nm_15_25.png,VNIR_800nm/Pepper/I/Healthy/H_19_VNIR_800nm_15_25.png
train,Pepper/I/Healthy/pot_25,21,0,2,RGB/Pepper/I/Healthy/H_21_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_21_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_21_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_21_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,21,15,2,RGB/Pepper/I/Healthy/H_21_RGB_15_25.tiff,VNIR/Pepper/I/Healthy/H_21_VNIR_15_25.png,VNIR_1000nm/Pepper/I/Healthy/H_21_VNIR_1000nm_15_25.png,VNIR_800nm/Pepper/I/Healthy/H_21_VNIR_800nm_15_25.png
train,Pepper/I/Healthy/pot_25,23,0,2,RGB/Pepper/I/Healthy/H_23_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,23,15,2,RGB/Pepper/I/Healthy/H_23_RGB_15_25.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_15_25.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_15_25.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_15_25.png
train,Pepper/I/Healthy/pot_25,25,0,2,RGB/Pepper/I/Healthy/H_25_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_25_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_25_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_25_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,25,15,2,RGB/Pepper/I/Healthy/H_25_RGB_15_25.tiff,VNIR/Pepper/I/Healthy/H_25_VNIR_15_25.png,VNIR_1000nm/Pepper/I/Healthy/H_25_VNIR_1000nm_15_25.png,VNIR_800nm/Pepper/I/Healthy/H_25_VNIR_800nm_15_25.png
train,Pepper/I/Healthy/pot_25,27,0,2,RGB/Pepper/I/Healthy/H_27_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,27,15,2,RGB/Pepper/I/Healthy/H_27_RGB_15_25.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_15_25.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_15_25.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_15_25.png
train,Pepper/I/Healthy/pot_25,29,0,2,RGB/Pepper/I/Healthy/H_29_RGB_0_25.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_0_25.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_0_25.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_0_25.png
train,Pepper/I/Healthy/pot_25,29,15,2,RGB/Pepper/I/Healthy/H_29_RGB_15_25.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_15_25.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_15_25.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_15_25.png
train,Pepper/I/Healthy/pot_26,1,0,2,RGB/Pepper/I/Healthy/H_1_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_1_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_1_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_1_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,3,5,2,RGB/Pepper/I/Healthy/H_3_RGB_5_26.tiff,VNIR/Pepper/I/Healthy/H_3_VNIR_5_26.png,VNIR_1000nm/Pepper/I/Healthy/H_3_VNIR_1000nm_5_26.png,VNIR_800nm/Pepper/I/Healthy/H_3_VNIR_800nm_5_26.png
train,Pepper/I/Healthy/pot_26,5,5,2,RGB/Pepper/I/Healthy/H_5_RGB_5_26.tiff,VNIR/Pepper/I/Healthy/H_5_VNIR_5_26.png,VNIR_1000nm/Pepper/I/Healthy/H_5_VNIR_1000nm_5_26.png,VNIR_800nm/Pepper/I/Healthy/H_5_VNIR_800nm_5_26.png
train,Pepper/I/Healthy/pot_26,9,0,2,RGB/Pepper/I/Healthy/H_9_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_9_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_9_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_9_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,11,5,2,RGB/Pepper/I/Healthy/H_11_RGB_5_26.tiff,VNIR/Pepper/I/Healthy/H_11_VNIR_5_26.png,VNIR_1000nm/Pepper/I/Healthy/H_11_VNIR_1000nm_5_26.png,VNIR_800nm/Pepper/I/Healthy/H_11_VNIR_800nm_5_26.png
train,Pepper/I/Healthy/pot_26,13,0,2,RGB/Pepper/I/Healthy/H_13_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_13_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_13_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_13_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,13,5,2,RGB/Pepper/I/Healthy/H_13_RGB_5_26.tiff,VNIR/Pepper/I/Healthy/H_13_VNIR_5_26.png,VNIR_1000nm/Pepper/I/Healthy/H_13_VNIR_1000nm_5_26.png,VNIR_800nm/Pepper/I/Healthy/H_13_VNIR_800nm_5_26.png
train,Pepper/I/Healthy/pot_26,15,0,2,RGB/Pepper/I/Healthy/H_15_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_15_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,15,5,2,RGB/Pepper/I/Healthy/H_15_RGB_5_26.tiff,VNIR/Pepper/I/Healthy/H_15_VNIR_5_26.png,VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_26.png,VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_26.png
train,Pepper/I/Healthy/pot_26,17,0,2,RGB/Pepper/I/Healthy/H_17_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_17_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,17,15,2,RGB/Pepper/I/Healthy/H_17_RGB_15_26.tiff,VNIR/Pepper/I/Healthy/H_17_VNIR_15_26.png,VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_15_26.png,VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_15_26.png
train,Pepper/I/Healthy/pot_26,19,0,2,RGB/Pepper/I/Healthy/H_19_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_19_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_19_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_19_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,19,15,2,RGB/Pepper/I/Healthy/H_19_RGB_15_26.tiff,VNIR/Pepper/I/Healthy/H_19_VNIR_15_26.png,VNIR_1000nm/Pepper/I/Healthy/H_19_VNIR_1000nm_15_26.png,VNIR_800nm/Pepper/I/Healthy/H_19_VNIR_800nm_15_26.png
train,Pepper/I/Healthy/pot_26,21,0,2,RGB/Pepper/I/Healthy/H_21_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_21_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_21_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_21_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,21,15,2,RGB/Pepper/I/Healthy/H_21_RGB_15_26.tiff,VNIR/Pepper/I/Healthy/H_21_VNIR_15_26.png,VNIR_1000nm/Pepper/I/Healthy/H_21_VNIR_1000nm_15_26.png,VNIR_800nm/Pepper/I/Healthy/H_21_VNIR_800nm_15_26.png
train,Pepper/I/Healthy/pot_26,23,0,2,RGB/Pepper/I/Healthy/H_23_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,23,15,2,RGB/Pepper/I/Healthy/H_23_RGB_15_26.tiff,VNIR/Pepper/I/Healthy/H_23_VNIR_15_26.png,VNIR_1000nm/Pepper/I/Healthy/H_23_VNIR_1000nm_15_26.png,VNIR_800nm/Pepper/I/Healthy/H_23_VNIR_800nm_15_26.png
train,Pepper/I/Healthy/pot_26,25,0,2,RGB/Pepper/I/Healthy/H_25_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_25_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_25_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_25_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,25,15,2,RGB/Pepper/I/Healthy/H_25_RGB_15_26.tiff,VNIR/Pepper/I/Healthy/H_25_VNIR_15_26.png,VNIR_1000nm/Pepper/I/Healthy/H_25_VNIR_1000nm_15_26.png,VNIR_800nm/Pepper/I/Healthy/H_25_VNIR_800nm_15_26.png
train,Pepper/I/Healthy/pot_26,27,0,2,RGB/Pepper/I/Healthy/H_27_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,27,15,2,RGB/Pepper/I/Healthy/H_27_RGB_15_26.tiff,VNIR/Pepper/I/Healthy/H_27_VNIR_15_26.png,VNIR_1000nm/Pepper/I/Healthy/H_27_VNIR_1000nm_15_26.png,VNIR_800nm/Pepper/I/Healthy/H_27_VNIR_800nm_15_26.png
train,Pepper/I/Healthy/pot_26,29,0,2,RGB/Pepper/I/Healthy/H_29_RGB_0_26.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_0_26.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_0_26.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_0_26.png
train,Pepper/I/Healthy/pot_26,29,15,2,RGB/Pepper/I/Healthy/H_29_RGB_15_26.tiff,VNIR/Pepper/I/Healthy/H_29_VNIR_15_26.png,VNIR_1000nm/Pepper/I/Healthy/H_29_VNIR_1000nm_15_26.png,VNIR_800nm/Pepper/I/Healthy/H_29_VNIR_800nm_15_26.png
train,Pepper/I/Healthy/pot_28,1,0,2,RGB/Pepper/I/Healthy/H_1_RGB_0_28.tiff,VNIR/Pepper/I/Healthy/H_1_VNIR_0_28.png,VNIR_1000nm/Pepper/I/Healthy/H_1_VNIR_1000nm_0_28.png,VNIR_800nm/Pepper/I/Healthy/H_1_VNIR_800nm_0_28.png
